image_file,group_key,code,ranking_score,ranking_method
data/raw/images/Т-12-Р2-1418_orig.jpg,Т-12-Р2-1418,Т-12-Р2-1418,26.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р3-0419_orig.jpg,КБ-2014-Р3-0419,КБ-2014-Р3-0419,27.0,hybrid_top3x_coreset
data/raw/images/Нц-48-341_orig.jpg,Нц-48-341,Нц-48-341,28.0,hybrid_top3x_coreset
data/raw/images/Нц-33-5509_orig.jpg,Нц-33-5509,Нц-33-5509,29.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р1-0131_orig.jpg,КБ-2014-Р1-0131,КБ-2014-Р1-0131,30.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-2331_orig.jpg,Нейш3А-2018-2331,Нейш3А-2018-2331,31.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0206_orig.jpg,Нейш3А-2018-0206,Нейш3А-2018-0206,32.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р2-0485_orig.jpg,КБ-2014-Р2-0485,КБ-2014-Р2-0485,33.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-6940_orig.jpg,БП12-Г01-6940,БП12-Г01-6940,34.0,hybrid_top3x_coreset
data/raw/images/Нц-33-2608_orig.jpg,Нц-33-2608,Нц-33-2608,35.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р3-0268_orig.jpg,КБ-2014-Р3-0268,КБ-2014-Р3-0268,36.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0210_orig.jpg,Нейш3А-2018-0210,Нейш3А-2018-0210,37.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-1042_orig.jpg,Нейш3А-2018-1042,Нейш3А-2018-1042,38.0,hybrid_top3x_coreset
data/raw/images/БП11-Р01-Г01-1248_orig.jpg,БП11-Р01-Г01-1248,БП11-Р01-Г01-1248,39.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р4-424_orig.jpg,КБ-2014-Р4-424,КБ-2014-Р4-424,40.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-3010_orig.jpg,Нейш3А-2018-3010,Нейш3А-2018-3010,41.0,hybrid_top3x_coreset
data/raw/images/Нц-31-0204_orig.jpg,Нц-31-0204,Нц-31-0204,42.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-7127_orig.jpg,Нейш3А-2018-7127,Нейш3А-2018-7127,43.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-6538_orig.jpg,БП12-Г01-6538,БП12-Г01-6538,44.0,hybrid_top3x_coreset
data/raw/images/М102-2012-2-1267_orig.jpg,М102-2012-2-1267,М102-2012-2-1267,45.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-5893_orig.jpg,Нейш3А-2018-5893,Нейш3А-2018-5893,46.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р5-0032_orig.jpg,КБ-2014-Р5-0032,КБ-2014-Р5-0032,47.0,hybrid_top3x_coreset
data/raw/images/БП12-Г02-3659_orig.jpg,БП12-Г02-3659,БП12-Г02-3659,48.0,hybrid_top3x_coreset
data/raw/images/Нц-30-982_orig.jpg,Нц-30-982,Нц-30-982,49.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0881_orig.jpg,ВО-1л58-2017-0881,ВО-1л58-2017-0881,50.0,hybrid_top3x_coreset
data/raw/images/Нц-33-0075_orig.jpg,Нц-33-0075,Нц-33-0075,51.0,hybrid_top3x_coreset
data/raw/images/М102-2012-2-1068_orig.jpg,М102-2012-2-1068,М102-2012-2-1068,52.0,hybrid_top3x_coreset
data/raw/images/Нц-45-1579_orig.jpg,Нц-45-1579,Нц-45-1579,53.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-6214_orig.jpg,БП12-Г01-6214,БП12-Г01-6214,54.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-6055_orig.jpg,Нейш3А-2018-6055,Нейш3А-2018-6055,55.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р2-0532_orig.jpg,КБ-2014-Р2-0532,КБ-2014-Р2-0532,56.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-1764_orig.jpg,Нейш3А-2018-1764,Нейш3А-2018-1764,57.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-4678_orig.jpg,Нейш3А-2018-4678,Нейш3А-2018-4678,58.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р2-0780_orig.jpg,КБ-2014-Р2-0780,КБ-2014-Р2-0780,59.0,hybrid_top3x_coreset
data/raw/images/БП11-Р01-Г01-1197_orig.jpg,БП11-Р01-Г01-1197,БП11-Р01-Г01-1197,60.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р4-1218_orig.jpg,Т-12-Р4-1218,Т-12-Р4-1218,61.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-1980_orig.jpg,Нейш3А-2018-1980,Нейш3А-2018-1980,62.0,hybrid_top3x_coreset
data/raw/images/Нц-45-0230_orig.jpg,Нц-45-0230,Нц-45-0230,63.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-3039_orig.jpg,Нейш3А-2018-3039,Нейш3А-2018-3039,64.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-4912_orig.jpg,Нейш3А-2018-4912,Нейш3А-2018-4912,65.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0286_orig.jpg,ВО-1л58-2017-0286,ВО-1л58-2017-0286,66.0,hybrid_top3x_coreset
data/raw/images/БП12-Т01-8073_orig.jpg,БП12-Т01-8073,БП12-Т01-8073,67.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р6-183_orig.jpg,КБ-2014-Р6-183,КБ-2014-Р6-183,68.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-7215_orig.jpg,Нейш3А-2018-7215,Нейш3А-2018-7215,69.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р2-3023_orig.jpg,Т-12-Р2-3023,Т-12-Р2-3023,70.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0688_orig.jpg,ВО-1л58-2017-0688,ВО-1л58-2017-0688,71.0,hybrid_top3x_coreset
data/raw/images/БП11-Р01-Г01-1247_orig.jpg,БП11-Р01-Г01-1247,БП11-Р01-Г01-1247,72.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р2-1716_orig.jpg,Т-12-Р2-1716,Т-12-Р2-1716,73.0,hybrid_top3x_coreset
data/raw/images/Нц-102-1519_orig.jpg,Нц-102-1519,Нц-102-1519,74.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-6523_orig.jpg,БП12-Г01-6523,БП12-Г01-6523,75.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-1186_orig.jpg,Нейш3А-2018-1186,Нейш3А-2018-1186,76.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р2-0128_orig.jpg,КБ-2014-Р2-0128,КБ-2014-Р2-0128,77.0,hybrid_top3x_coreset
data/raw/images/Кроп-2013-414_orig.jpg,Кроп-2013-414,Кроп-2013-414,78.0,hybrid_top3x_coreset
data/raw/images/Нц-45-0850_orig.jpg,Нц-45-0850,Нц-45-0850,79.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0625_orig.jpg,Нейш3А-2018-0625,Нейш3А-2018-0625,80.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-2170_orig.jpg,Нейш3А-2018-2170,Нейш3А-2018-2170,81.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-3416_orig.jpg,БП12-Г01-3416,БП12-Г01-3416,82.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0058_orig.jpg,ВО-1л58-2017-0058,ВО-1л58-2017-0058,83.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0572_orig.jpg,Нейш3А-2018-0572,Нейш3А-2018-0572,84.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0831_orig.jpg,Нейш3А-2018-0831,Нейш3А-2018-0831,85.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-2145_orig.jpg,Нейш3А-2018-2145,Нейш3А-2018-2145,86.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-7754_orig.jpg,БП12-Г01-7754,БП12-Г01-7754,87.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р5-0071_orig.jpg,КБ-2014-Р5-0071,КБ-2014-Р5-0071,88.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0962_orig.jpg,ВО-1л58-2017-0962,ВО-1л58-2017-0962,89.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р6-193_orig.jpg,КБ-2014-Р6-193,КБ-2014-Р6-193,90.0,hybrid_top3x_coreset
data/raw/images/Нц-46-162_orig.jpg,Нц-46-162,Нц-46-162,91.0,hybrid_top3x_coreset
data/raw/images/Нц-45-0567_orig.jpg,Нц-45-0567,Нц-45-0567,92.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р4-1107_orig.jpg,Т-12-Р4-1107,Т-12-Р4-1107,93.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-2953_orig.jpg,Нейш3А-2018-2953,Нейш3А-2018-2953,94.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0726_orig.jpg,Нейш3А-2018-0726,Нейш3А-2018-0726,95.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р3-2035_orig.jpg,Т-12-Р3-2035,Т-12-Р3-2035,96.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-2142_orig.jpg,Нейш3А-2018-2142,Нейш3А-2018-2142,97.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-1284_orig.jpg,Нейш3А-2018-1284,Нейш3А-2018-1284,98.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р1-1540_orig.jpg,КБ-2014-Р1-1540,КБ-2014-Р1-1540,99.0,hybrid_top3x_coreset
